100 Rounds, Wins,
1, 0.030000,
2, 0.010000,
3, 0.030000,
4, 0.010000,
5, 0.040000,
6, 0.170000,
7, 0.340000,
8, 0.140000,
9, 0.420000,
10, 0.170000,
11, 0.260000,
12, 0.120000,
13, 0.410000,
14, 0.060000,
15, 0.100000,
16, 0.160000,
17, 0.190000,
18, 0.160000,
19, 0.200000,
20, 0.240000,
21, 0.290000,
22, 0.270000,
23, 0.170000,
24, 0.200000,
25, 0.060000,
26, 0.060000,
27, 0.040000,
28, 0.060000,
29, 0.130000,
