100 Rounds, Wins,
1, 0.630000,
2, 0.660000,
3, 0.620000,
4, 0.580000,
5, 0.630000,
6, 0.660000,
7, 0.590000,
8, 0.690000,
9, 0.630000,
10, 0.660000,
11, 0.650000,
12, 0.700000,
13, 0.650000,
14, 0.670000,
15, 0.630000,
16, 0.690000,
17, 0.680000,
18, 0.770000,
19, 0.660000,
