100 Rounds, Wins,
1, 0.350000,
2, 0.370000,
3, 0.380000,
4, 0.330000,
5, 0.380000,
6, 0.340000,
7, 0.330000,
8, 0.350000,
9, 0.290000,
10, 0.380000,
11, 0.340000,
12, 0.350000,
13, 0.320000,
14, 0.360000,
15, 0.270000,
16, 0.320000,
17, 0.370000,
18, 0.370000,
19, 0.410000,
