perRounds, Wins,
1, 0.700000,
2, 0.600000,
3, 0.400000,
4, 0.400000,
5, 0.500000,
6, 0.200000,
7, 0.500000,
8, 0.500000,
9, 0.600000,
10, 0.600000,
11, 0.700000,
12, 0.800000,
13, 0.700000,
14, 0.500000,
15, 0.900000,
16, 0.700000,
17, 0.700000,
18, 0.800000,
19, 0.900000,
20, 0.600000,
21, 0.700000,
22, 1.000000,
23, 0.700000,
24, 0.800000,
25, 0.500000,
26, 0.600000,
27, 0.700000,
28, 0.700000,
29, 0.700000,
30, 0.500000,
31, 0.700000,
32, 0.400000,
33, 0.700000,
34, 0.700000,
35, 0.600000,
36, 0.800000,
37, 1.000000,
38, 0.900000,
39, 0.600000,
40, 0.800000,
41, 0.600000,
42, 0.700000,
43, 0.800000,
44, 0.800000,
45, 0.800000,
46, 0.700000,
47, 0.500000,
48, 0.600000,
49, 0.700000,
50, 0.700000,
51, 0.500000,
52, 0.500000,
53, 0.500000,
54, 0.600000,
55, 0.700000,
56, 0.800000,
57, 0.300000,
58, 0.800000,
59, 0.900000,
60, 0.800000,
61, 0.800000,
62, 0.700000,
63, 0.300000,
64, 0.700000,
65, 0.600000,
66, 0.800000,
67, 0.800000,
68, 0.700000,
69, 0.800000,
70, 0.900000,
71, 0.900000,
72, 0.500000,
73, 0.800000,
74, 0.700000,
75, 0.800000,
76, 0.700000,
77, 0.900000,
78, 0.500000,
79, 0.700000,
80, 1.000000,
81, 0.600000,
82, 0.600000,
83, 0.400000,
84, 0.800000,
85, 0.800000,
86, 0.600000,
87, 0.700000,
88, 0.800000,
89, 0.700000,
90, 0.500000,
91, 0.600000,
92, 0.400000,
93, 0.400000,
94, 0.800000,
95, 0.800000,
96, 0.600000,
97, 0.800000,
98, 0.700000,
99, 0.800000,
100, 0.600000,
101, 0.700000,
102, 0.800000,
103, 0.700000,
104, 0.700000,
105, 0.800000,
106, 1.000000,
107, 0.900000,
108, 0.900000,
109, 0.800000,
110, 0.600000,
111, 0.800000,
112, 0.700000,
113, 0.600000,
114, 0.700000,
115, 0.800000,
116, 0.800000,
117, 0.400000,
118, 0.700000,
119, 0.800000,
120, 0.700000,
121, 0.800000,
122, 0.900000,
123, 0.700000,
124, 0.500000,
125, 0.700000,
126, 0.600000,
127, 0.700000,
128, 0.700000,
129, 1.000000,
130, 1.000000,
131, 0.900000,
132, 0.900000,
133, 0.700000,
134, 0.900000,
135, 0.800000,
136, 0.600000,
137, 0.700000,
138, 0.600000,
139, 0.400000,
140, 0.800000,
141, 0.800000,
142, 0.700000,
143, 0.800000,
144, 1.000000,
145, 0.500000,
146, 0.700000,
147, 0.600000,
148, 0.600000,
149, 0.800000,
150, 0.700000,
151, 0.800000,
152, 0.600000,
153, 0.900000,
154, 0.800000,
155, 0.800000,
156, 0.800000,
157, 0.700000,
158, 0.600000,
159, 0.500000,
160, 0.500000,
161, 0.800000,
162, 0.900000,
163, 0.500000,
164, 0.600000,
165, 1.000000,
166, 0.500000,
167, 0.800000,
168, 0.500000,
169, 0.600000,
170, 0.900000,
171, 0.900000,
172, 0.700000,
173, 0.500000,
174, 0.500000,
175, 0.600000,
176, 0.800000,
177, 0.900000,
178, 1.000000,
179, 0.700000,
180, 0.900000,
181, 0.800000,
182, 0.600000,
183, 1.000000,
184, 0.700000,
185, 0.800000,
186, 0.700000,
187, 0.900000,
188, 0.700000,
189, 0.900000,
190, 0.800000,
191, 0.900000,
192, 0.700000,
193, 0.700000,
194, 0.900000,
195, 1.000000,
196, 1.000000,
197, 0.900000,
198, 1.000000,
199, 0.500000,
