100 Rounds, Wins,
1, 0.390000,
2, 0.490000,
3, 0.530000,
4, 0.590000,
5, 0.710000,
6, 0.640000,
7, 0.680000,
8, 0.680000,
9, 0.750000,
10, 0.620000,
11, 0.740000,
12, 0.710000,
13, 0.750000,
14, 0.750000,
15, 0.700000,
16, 0.690000,
17, 0.730000,
18, 0.750000,
19, 0.710000,
