100 Rounds, Wins,
1, 0.430000,
2, 0.600000,
3, 0.640000,
4, 0.640000,
5, 0.550000,
6, 0.700000,
7, 0.730000,
8, 0.640000,
9, 0.670000,
10, 0.570000,
11, 0.720000,
12, 0.710000,
13, 0.620000,
14, 0.700000,
15, 0.580000,
16, 0.680000,
17, 0.500000,
18, 0.650000,
19, 0.730000,
