per Round, AccumReward,
757, -50.002920,
758, 17.083489,
759, -90.913801,
760, 64.525562,
761, -6.707558,
762, 31.110813,
763, -130.088839,
764, 105.487853,
765, -65.783521,
766, -42.062329,
767, -127.358139,
768, -107.028171,
769, 75.581605,
770, -45.730451,
771, 55.258717,
772, 99.000000,
773, -54.421773,
774, -111.569494,
775, 109.336625,
776, -74.793444,
777, 102.328396,
778, -193.786977,
779, -29.760096,
780, 26.063783,
781, -70.887510,
782, 11.610784,
783, -49.000000,
784, -50.000000,
785, -229.684220,
786, -80.000000,
787, -107.922842,
788, 10.671820,
789, -63.600000,
790, -0.472679,
791, -98.069668,
792, 57.719520,
793, -73.362381,
794, -25.489633,
795, -46.826739,
796, 88.582031,
797, 58.464110,
798, -159.260831,
799, -112.972352,
800, 61.828834,
801, -36.000000,
802, 41.205276,
803, 7.752772,
804, 8.821063,
805, -70.062310,
806, 124.882854,
807, -49.600000,
808, 56.565225,
809, -78.547740,
810, 54.539529,
811, -111.472860,
812, -195.200000,
813, 16.510182,
814, -219.665640,
815, -45.000000,
816, -108.606123,
817, -118.665846,
818, 59.388406,
819, -112.600000,
820, 8.929315,
821, 88.123242,
822, -258.155165,
823, 73.519218,
824, -127.921076,
825, -153.703176,
826, 35.458682,
827, -123.980184,
828, -68.677904,
829, 22.431191,
830, -186.267252,
831, 60.342285,
832, 121.000000,
833, -121.309904,
834, 65.907981,
835, -174.679182,
836, -67.000000,
837, 6.991369,
838, -127.045663,
839, -66.000000,
840, 79.000000,
841, 64.887611,
842, 0.432605,
843, 62.400000,
844, -116.080017,
845, 60.778848,
846, -213.122895,
847, -20.999079,
848, 95.418403,
849, -36.970555,
850, -71.245919,
851, 53.853428,
852, -280.038004,
853, -117.514736,
854, -26.155753,
855, -103.431403,
856, 119.509360,
857, 18.891838,
858, -100.791113,
859, -88.775991,
860, -70.951010,
861, -79.000000,
862, 45.751739,
863, 76.975560,
864, -273.894716,
865, -150.023642,
866, -88.488765,
867, 20.180909,
868, -2.299653,
869, 62.449141,
870, 38.945073,
871, -128.492684,
872, 36.602915,
873, -129.000000,
874, -100.637856,
875, -27.404871,
876, -82.330095,
877, -246.047077,
878, -120.036415,
879, -82.530221,
880, -120.892543,
881, -166.709165,
882, 45.754172,
883, -80.915801,
884, -112.682089,
885, -158.460735,
886, -122.868201,
887, -78.105247,
888, 36.541708,
889, 29.049596,
890, 45.253328,
891, 20.063762,
892, -62.849585,
893, -110.539240,
894, -49.465104,
895, -70.204446,
896, 25.575568,
897, 32.408619,
898, -135.053014,
899, -75.229061,
900, 15.188566,
901, -48.000000,
902, 8.538136,
903, 83.352092,
904, 7.554282,
905, 18.327852,
906, 103.838658,
907, -160.769372,
908, -171.403700,
909, -136.313384,
910, -68.828364,
911, 85.315792,
912, 53.494253,
913, 83.448196,
914, -144.964427,
915, -149.100504,
916, -33.825356,
917, 3.118515,
918, 29.932821,
919, -139.538663,
920, -117.799234,
921, -12.183631,
922, -67.789146,
923, -106.474931,
924, 114.400000,
925, 79.789620,
926, -140.859931,
927, -108.222986,
928, 89.789960,
929, -32.000000,
930, 47.123031,
931, -9.077059,
932, -95.433500,
933, -169.765036,
934, -29.097922,
935, -109.611530,
936, 67.822333,
937, 19.863914,
938, -41.328942,
939, -242.981246,
940, -81.562107,
941, 29.354964,
942, -25.762775,
943, -161.436146,
944, 3.243834,
945, -199.063738,
946, -3.117726,
947, -14.600000,
948, 105.921847,
949, -87.509278,
950, 72.369754,
951, -156.487585,
952, -95.568625,
953, -179.360680,
954, -36.000000,
955, 59.218317,
956, -100.417354,
957, -75.000000,
958, 14.123607,
959, -19.000000,
960, 15.571533,
961, -36.382468,
962, 35.088125,
963, 69.825439,
964, -49.183892,
965, 115.821402,
966, -108.000000,
967, 92.734825,
968, -42.000000,
969, 61.591232,
970, 33.837713,
971, 46.725628,
972, -77.384941,
973, -30.325202,
974, -179.548251,
975, -178.389018,
976, -160.707212,
977, -146.208521,
978, 51.138490,
979, 86.268682,
980, -183.651401,
981, -66.559003,
982, -69.126974,
983, -170.228759,
984, -128.811349,
985, 38.763167,
986, -14.706760,
987, -120.473815,
988, 24.826851,
989, 97.767737,
990, -145.518410,
991, -106.000000,
992, 50.568725,
993, -53.640231,
994, 71.208386,
995, -118.406786,
996, 54.357886,
997, 44.402760,
998, -28.508882,
999, -123.196444,
1000, 18.123134,
1001, -74.000000,
1002, -163.493034,
1003, -96.651616,
1004, 30.740689,
1005, 49.310676,
1006, -58.957775,
1007, -109.153758,
1008, 51.520095,
1009, -162.735981,
1010, 45.337354,
1011, -14.281615,
1012, -161.485401,
1013, -157.060156,
1014, -158.184456,
1015, -116.588306,
1016, 49.521247,
1017, -158.571183,
1018, -115.532325,
1019, 126.237957,
1020, -31.649306,
1021, 94.152754,
1022, -16.000000,
1023, -75.058065,
1024, -137.399410,
1025, -159.610276,
1026, 15.206686,
1027, -101.545118,
1028, -71.709224,
1029, 87.564676,
1030, -73.454305,
1031, 12.858187,
1032, -190.821898,
1033, -95.652270,
1034, -76.519593,
1035, -135.523982,
1036, -158.290023,
1037, 55.445160,
1038, 81.508054,
1039, -157.710975,
1040, -65.278989,
1041, -198.124433,
1042, -213.889297,
1043, 0.030961,
1044, -50.670994,
1045, -24.559420,
1046, -108.183760,
1047, -139.160549,
1048, -13.000000,
1049, -163.077425,
1050, 64.975223,
1051, -267.760993,
1052, -99.531665,
1053, -180.666266,
1054, -204.118953,
1055, -70.810390,
1056, 40.864119,
1057, 74.000000,
1058, -154.820488,
1059, -31.000000,
1060, -56.458978,
1061, -78.147325,
1062, 84.736711,
1063, 43.177077,
1064, -118.622105,
1065, -0.756548,
1066, -187.169883,
1067, 17.190688,
1068, -43.000000,
1069, -87.908652,
1070, 48.197376,
1071, 87.119127,
1072, -84.847063,
1073, -10.200000,
1074, -128.246019,
1075, -161.946859,
1076, 49.656894,
1077, -12.000000,
1078, 22.816953,
1079, -103.889870,
1080, -159.736187,
1081, 40.187813,
1082, -88.221328,
1083, -59.219298,
1084, 72.971558,
1085, -178.481200,
1086, -105.977258,
1087, -46.397184,
1088, -84.811789,
1089, -195.264180,
1090, 89.032609,
1091, -257.468803,
1092, 81.048899,
1093, 25.395006,
1094, -74.359252,
1095, -65.617957,
1096, -93.230515,
1097, -124.312845,
1098, 111.316597,
1099, -83.560166,
1100, -207.557738,
1101, 50.675884,
1102, -176.410754,
1103, -29.000000,
1104, -152.687826,
1105, -166.212812,
1106, -143.407864,
1107, 34.466047,
1108, 62.665333,
1109, -86.249443,
1110, -15.000000,
1111, 63.144089,
1112, -45.011582,
1113, -33.363326,
1114, -21.000000,
1115, -114.440701,
1116, 79.529693,
1117, 35.158747,
1118, -63.966479,
1119, -55.011015,
1120, -21.431921,
1121, -71.667580,
1122, -132.934151,
1123, 87.023041,
1124, 27.329839,
1125, 54.290939,
1126, 31.600000,
1127, -156.928938,
1128, -73.657767,
1129, -27.602143,
1130, -105.379765,
1131, -93.463860,
1132, -155.062937,
1133, -23.000000,
1134, -96.337980,
1135, -166.213751,
1136, -66.164348,
1137, -150.510930,
1138, -30.678552,
1139, -135.053783,
1140, 56.104520,
1141, -99.571730,
1142, 91.690413,
1143, -10.000000,
1144, -193.810229,
1145, 26.157911,
1146, 47.062046,
1147, -95.138466,
1148, -182.662934,
1149, -150.642572,
1150, 46.379709,
1151, -203.183705,
1152, 7.097370,
1153, -37.323655,
1154, 64.267768,
1155, -286.328794,
1156, 104.380128,
1157, -108.622251,
1158, 116.000000,
1159, 65.200903,
1160, 87.692306,
1161, -112.121969,
1162, 36.877036,
1163, 76.882673,
1164, -121.407255,
1165, -47.900000,
1166, -148.556138,
1167, 84.205627,
1168, -80.434661,
1169, 70.270050,
1170, 8.275363,
1171, 65.697874,
1172, -169.600000,
1173, 88.661932,
1174, -28.532613,
1175, -12.178593,
1176, 19.000000,
1177, -44.172887,
1178, -107.950660,
1179, -77.795116,
1180, -18.156503,
1181, -52.394582,
1182, -174.084431,
1183, 7.055433,
1184, -56.000000,
1185, -30.378891,
1186, 6.845086,
1187, 87.116869,
1188, -25.762622,
1189, -36.000000,
1190, -230.083793,
1191, 51.000000,
1192, 94.830606,
1193, -15.000000,
1194, -47.077806,
1195, -112.159662,
1196, 64.973695,
1197, 12.669592,
1198, 8.942221,
1199, 0.012542,
1200, 90.737517,
1201, 72.379864,
1202, -83.649275,
1203, 21.742651,
1204, 81.097934,
1205, -51.000000,
1206, 3.222790,
1207, -72.987437,
1208, -12.000000,
1209, -163.207052,
1210, -38.000000,
1211, -168.140534,
1212, 62.944432,
1213, 33.766382,
1214, -74.000000,
1215, 55.163524,
1216, -8.003730,
1217, -85.055067,
1218, 32.752656,
1219, -196.453380,
1220, -110.956624,
1221, 43.478336,
1222, -45.694715,
1223, -181.677174,
1224, -139.719320,
1225, -118.191479,
1226, -95.374202,
1227, -124.280081,
1228, 45.502889,
1229, -6.119475,
1230, -96.791898,
1231, 7.046043,
1232, -44.000000,
1233, 104.376880,
1234, -69.832976,
1235, -89.557826,
1236, -46.747292,
1237, -109.623955,
1238, -118.008714,
1239, -171.002066,
1240, -159.430746,
1241, -153.640220,
1242, -119.214920,
1243, -81.817899,
1244, 80.756391,
1245, -130.534752,
1246, -137.872269,
1247, 96.364164,
1248, 59.190876,
1249, -77.000000,
1250, 46.597703,
1251, -51.476837,
1252, -34.798768,
1253, 70.811382,
1254, 92.445790,
1255, -110.203806,
1256, -110.358491,
1257, 34.777541,
1258, -90.402806,
1259, 5.709829,
1260, 59.730845,
1261, -166.028174,
1262, -105.101232,
1263, -134.387168,
1264, -117.029723,
1265, -207.712115,
1266, -16.529153,
1267, 59.867409,
1268, -104.815603,
1269, -135.953729,
1270, 28.165317,
1271, 32.779127,
1272, -48.051845,
1273, 28.728998,
1274, -53.727005,
1275, 98.085585,
1276, -247.917062,
1277, -32.349512,
1278, 37.511965,
1279, -103.062898,
1280, -17.100925,
1281, -62.893918,
1282, -256.244915,
1283, -221.191856,
1284, -26.000000,
1285, 84.124047,
1286, -72.849645,
1287, 20.753361,
1288, 53.895893,
1289, 75.077540,
1290, -169.341667,
1291, 65.400000,
1292, -90.281771,
1293, -15.367465,
1294, -118.729255,
1295, -137.561112,
1296, -260.270119,
1297, -67.559033,
1298, -112.676524,
1299, 99.757233,
1300, 32.000000,
1301, -78.000000,
1302, 57.368488,
1303, -144.871520,
1304, -7.235317,
1305, 82.468691,
1306, 14.881786,
1307, 11.554201,
1308, -150.301810,
1309, 95.360463,
1310, 60.746176,
1311, -190.200000,
1312, -30.123242,
1313, 5.468511,
1314, 98.499138,
1315, 27.215975,
1316, -181.747013,
1317, -174.105199,
1318, 60.715481,
1319, 47.544361,
1320, -61.906243,
1321, -150.400053,
1322, -116.068281,
1323, -26.987780,
1324, -90.000000,
1325, -17.489455,
