100 Rounds, Wins,
1, 0.680000,
2, 0.330000,
3, 0.580000,
4, 0.450000,
5, 0.280000,
6, 0.300000,
7, 0.190000,
8, 0.290000,
9, 0.300000,
10, 0.260000,
11, 0.210000,
12, 0.300000,
13, 0.200000,
14, 0.390000,
15, 0.660000,
16, 0.830000,
17, 0.850000,
18, 0.870000,
19, 0.830000,
20, 0.810000,
21, 0.810000,
22, 0.880000,
23, 0.880000,
24, 0.780000,
25, 0.700000,
26, 0.790000,
27, 0.730000,
28, 0.820000,
29, 0.830000,
