100 Rounds, Wins,
1, 0.540000,
2, 0.680000,
3, 0.660000,
4, 0.710000,
5, 0.660000,
6, 0.630000,
7, 0.690000,
8, 0.560000,
9, 0.600000,
10, 0.510000,
11, 0.410000,
12, 0.630000,
13, 0.440000,
14, 0.720000,
15, 0.730000,
16, 0.530000,
17, 0.780000,
18, 0.660000,
19, 0.670000,
20, 0.570000,
21, 0.600000,
22, 0.640000,
23, 0.580000,
24, 0.560000,
25, 0.580000,
26, 0.740000,
27, 0.740000,
28, 0.770000,
29, 0.710000,
