100 Rounds, Wins,
1, 0.320000,
2, 0.570000,
3, 0.530000,
4, 0.660000,
5, 0.710000,
6, 0.740000,
7, 0.730000,
8, 0.660000,
9, 0.740000,
10, 0.640000,
11, 0.720000,
12, 0.680000,
13, 0.690000,
14, 0.700000,
15, 0.780000,
16, 0.700000,
17, 0.710000,
18, 0.690000,
19, 0.760000,
