100 Rounds, Wins,
1, 0.440000,
2, 0.570000,
3, 0.620000,
4, 0.770000,
5, 0.750000,
6, 0.760000,
7, 0.650000,
8, 0.720000,
9, 0.730000,
10, 0.700000,
11, 0.640000,
12, 0.760000,
13, 0.690000,
14, 0.720000,
15, 0.810000,
16, 0.740000,
17, 0.710000,
18, 0.780000,
19, 0.780000,
