100 Rounds, Wins,
1, 0.160000,
2, 0.320000,
3, 0.270000,
4, 0.330000,
5, 0.320000,
6, 0.360000,
7, 0.310000,
8, 0.380000,
9, 0.350000,
10, 0.370000,
11, 0.330000,
12, 0.320000,
13, 0.400000,
14, 0.290000,
15, 0.310000,
16, 0.310000,
17, 0.380000,
18, 0.340000,
19, 0.400000,
