100 Rounds, Wins,
1, 0.480000,
2, 0.420000,
3, 0.550000,
4, 0.740000,
5, 0.610000,
6, 0.620000,
7, 0.710000,
8, 0.730000,
9, 0.690000,
10, 0.800000,
11, 0.690000,
12, 0.750000,
13, 0.810000,
14, 0.860000,
15, 0.870000,
16, 0.820000,
17, 0.750000,
18, 0.770000,
19, 0.820000,
